Review,Label
Always showing error,
"App just opened, but I still facing problem, the app not available in my country which is Jamaica.",
I open the app and it said that this app isn't available in my location !! THIS APP NEEDS TAKEN DOWN FRRRR DO NOT DOWNLOAD THIS APP!!!,
App is poorly coded. Full of bugs and gives a really bad experience all throughout.,
Installed the application. But unable to open the application in TV as well as in mobile. kindly assist,
I cannot download movies in the app if i want to watch offline,
"I don't know what the hell you guys did with this update but now the app wont even open half the time and when it does, it says my password is incorrect (its not) and even if i reset my password it wont log me in. Just returns to the login screen. Stupid af",
Keep hangg8ng a lot can not open the app,
كدابين عشان أول ما بتفتح البرنامج بيقولك أستمتع بالتجربة المجانيه لمدة أسبوع وبردو بيطلب منك فلوس برنامج ززززززززززززززززززززززززززززززززفت برنامج فااااااااااااااااااااااشل يا جماعه,
I was registered 3 days ago and the payment was monthly. And now i will registered again??!,
Very Poor service once it is subscribed there is no option for Unsub Not in the app nor in Google or Playstore subcription. No this cannot be cancelled neither Du service provider nor with google never with ons app. I am paying 35 Aed for last 7 months for none.,
Wvery time i try to play any vedio it comes with an error ( player default android error 4003 ) useless app,
يحتاج إلى كتير من التطوير ممتلئ ب المشاكل,
"Low quality, freeze, not saving position.",
Your remote is very bad please don't do this again,
"Hello, there is no casting icon in the App. Tel me how can I send shows to TV. Nothing to say bad App.",
Why the download function is disabled?,
"Please add option to change how much to seek per click, and it would be great if it's 3 seconds minimum. For tv app also. Thanks",
APP IS TOO MUCH SLOW TO OPEN,
App doesn't open,
Great content and great price for yearly subscription 👍🏻😁,
بفلوس مو حلو,
It doesn't have all the episodes of the season,
i subscribed to watch movies now its showing renew your subscription i cannot watch now .it said that if primary payment method is not working(stcbilling) it needs a back up method well it already deducted 39sr for subscription meaning primary method works. please i just wanna watch house of the dragon,
"This payment system is acting weird. I renewed it once, and then 2 days later, they cancelled it for weird reasons",
وحش,
"I can't login into my account. It says ""we can't find a match please try again"" please fix it",
👎,
It is not a nice app it is the last time I installed it sorry osn+,
How many times i request a button on your app.. So that we can easily unsubscribe. Is that Hard for you Maker to make that? No used it damn.,
التطبيق سيء لدرجة أنه ما يشتغل من الأساس!,
اتمنى ان يكون تحاتحسن,
Too many glitches doeznt open half the time still have error msgs in place of icons/buttons,
What the fu.. Is that the app tell me i have 7 days free but when i log in he say you have to pay the worst lies app i have seen ever . don't download this guys you can download it but it not free .,
"(""كانت راٸعةجدا"")شكرا خدمات كوكل بلاي...",
"Osn is great and rich in content, but the app is very slow at opening homepage and even searching. Makes it hard to use.",
Why payment method in dollars???,
"What video streaming app doesn't include modifying the quality .. add it please or I'll unsubscribe, thanks",
Fik,
This app not good only 2 language,
Very bad application can't open it and when i can it's very slow we could have HBO max better.,
Fantastic Program which I recommend strongly,
not working for me s8+,
"Have not been able to cast anything from this to my tvs in over a month! Every time I click on cast, and it starts casting the whole phone starts restarting multiple times. All other platforms are working except for this awful service!",
"I installed it but whenever I click on an ep to watch it they keep sending me ""oops error"". A disappointment of an app",
🆗 🥰,
Great,
"It's really heavy on android, takes mintues to start... Lags and crashes alot, This is my response after doing what you suggested... Still same issues as I mentioned, and considering that the subscription price is more than most comparators it's really a problem.. I stopped my subscription",
I want to unsubcribe but i cant,
Mohammed Muneer,
Not good,
احذروا منهم شركة تلتصق فيك الى الأبد مثل السرطان والعياذ بالله، مجرد يعرفون رقمك وحسابك البنكي مستحيل يتركونك في حالك يسجلوك اشتراك غصب وحتى بعد ما تموت راح يستمر الاشتراك غصب عن اهلك. الطريقة الوحيدة للتخلص منهم انك تلغي حسابك البنكي وتكسر بطاقتك,
"Good collection but very poor app and player. Some series skip the episode before it ends without warning, and the player stutters when adjusting the quality with no option to set a preferred quality. Not to mention unresponsive or smug customer support.",
Adult content for rated 15 movies,
Excellent app's for watching movies with à high qualité❤🙏,
"After subscription, shows again to do worst experience",
Cant even update pr operly,
I need to renew my subscreption as shahid is not working on my laptop.,
Hello osn+ why is the app not working on my side,
Good,
Poor I paid my money and it doesn't play,
"Complete SCAM!!! Got it as a free trial, now they keep charging me even though I canceled the subscription over 3 times now.",
Geetha Geetha,
"The app doesn't mirror its content to a TV screen, with lack of viewing options ""no browser viewing, android version 8 or above only, no fire tv compatiblity"" this is very disappointing",
"Dear Team, Please let me know how to cancel the subscription. Cannot find the option in the app",
Bad,
The app lunch up is very slow compared to Netflix app,
Nice,
Android app doesn't work.,
Good 👍,
won't start on TV,
Costly and still no proper resolution with my samsung fold 4 I have unsubsribed already. I have to watch from front screen 😫,
"I want to unsubscribe it, but I can't find it how. It's very poor.. I don't like it, I event don't used it but it keep on deducting my account.",
A miss,
I don't know why people have negative comments about this app but for me it is doing just fine.,
